Geneid	CaBR1	CaBR2	CaOLBR1	CaOLBR2	CaMeOH1	CaMeOH2	o2_12_19_br1_1	o2_12_19_br1_2	o2_12_19_br1	o2_12_19_br3_1	o2_12_19_br3_2	o2_12_19_br3	o2_12_19_mc2	o2_12_19_mc2_1	o2_12_19_mc2_2	o2_12_19_mc3_2	o2_12_19_mc3_1	o2_12_19_mc3	no_o2_12_21_br3_2	no_o2_12_21_br3_1	no_o2_12_21_br3	no_o2_12_21_mc11_2	no_o2_12_21_mc11_1	no_o2_12_21_mc11	no_o2_12_21_mc12_2	no_o2_12_21_mc12_1	no_o2_12_21_mc12	no_o2_12_22_br3	no_o2_12_22_br3_1	lowO2_br1	LaBR1	LaBR2	LaOLBR1	LaOLBR2	LaMeOH1	LaMeOH2	br_1	br_2	br_3	br_4	dup_exp_1	dup_exp_2	dup_exp_3	dup_exp_4
MEALZ_RS08865	1437	3720	2915	3721	3039	2636	65	660	2389	28	423	2834	110	18	1114	63	5	511	137	12	242	28	3	146	44	4	167	318	145	150	1470	2762	3577	3276	2612	2148	394	293	302	337	660	423	137	145
MEALZ_RS08870	6128	14225	12624	16887	7660	7748	342	3843	15554	254	2799	20483	532	68	5000	220	21	1886	1172	146	3000	29	2	91	38	6	201	2839	1283	1432	4217	8158	16698	15077	8255	6672	5689	4690	4424	7316	3843	2799	1172	1283
MEALZ_RS08875	1323	4499	4341	5447	2060	2311	91	1037	6764	72	781	11291	156	14	2908	95	9	1647	260	32	1243	12	1	102	14	3	132	1087	335	360	1045	2087	5217	4914	2900	3610	1520	1162	970	1941	1037	781	260	335
MEALZ_RS08880	141	384	437	494	176	295	4	96	750	8	70	1304	16	2	345	12	2	234	28	3	152	2	1	19	5	0	32	87	34	34	109	247	548	461	334	436	111	108	82	199	96	70	28	34
MEALZ_RS21795	1567	3228	2167	2882	4688	4863	20	359	1748	19	273	2981	225	25	3315	128	13	1825	544	67	2180	65	7	333	79	7	391	1548	660	452	1730	3427	2690	3169	4597	4706	826	627	628	922	359	273	544	660
MEALZ_RS08890	288	802	568	688	924	1078	9	115	572	7	68	948	105	8	1395	56	2	665	135	6	471	19	1	116	10	3	107	298	138	76	317	737	734	802	852	1063	230	194	174	212	115	68	135	138
MEALZ_RS08895	457	1172	786	976	1233	1336	19	250	1143	9	165	1814	320	30	4096	184	7	2201	173	20	606	34	2	130	17	2	182	378	162	122	440	973	1183	1319	922	1020	305	224	179	227	250	165	173	162
MEALZ_RS08900	305	999	697	922	1075	1278	14	225	1331	18	186	2145	332	33	4656	192	13	2543	172	12	658	26	2	135	23	0	171	464	177	125	359	798	1054	1149	766	634	276	204	206	326	225	186	172	177
MEALZ_RS08905	155	430	331	429	404	379	6	104	564	7	55	825	137	13	1852	76	7	1091	94	10	361	27	4	98	18	1	103	225	109	49	157	324	527	499	361	465	165	131	129	164	104	55	94	109
MEALZ_RS08910	351	950	734	982	668	590	9	106	371	3	66	413	62	7	535	40	4	280	135	13	316	22	2	95	15	2	87	235	118	64	396	760	1031	1032	817	836	244	189	195	241	106	66	135	118
MEALZ_RS08915	184	573	478	556	436	449	5	53	230	6	29	402	25	2	362	15	2	227	53	2	206	5	1	52	5	1	53	114	46	26	196	423	553	610	611	723	101	65	66	107	53	29	53	46
MEALZ_RS08920	255	756	574	763	656	617	10	72	277	2	57	274	61	7	414	25	4	198	105	16	200	12	1	62	7	0	59	163	102	101	301	671	761	789	882	1229	300	259	248	302	72	57	105	102
MEALZ_RS08925	366	1014	770	990	1160	1115	8	92	402	3	62	667	69	9	892	33	2	423	123	9	424	11	0	71	7	1	71	223	107	80	384	909	910	1005	1491	2203	267	238	215	285	92	62	123	107
MEALZ_RS21170	1208	3002	2089	2700	3825	3520	34	562	2855	38	435	4956	188	22	3071	141	11	1920	247	21	1084	43	3	192	30	3	177	947	379	228	1057	2066	2639	2527	3087	3401	917	636	691	830	562	435	247	379
MEALZ_RS08935	209	552	402	489	476	437	13	211	794	15	132	1005	51	5	437	23	1	230	86	10	258	15	2	74	7	1	54	149	79	40	201	458	578	552	633	1030	143	117	109	164	211	132	86	79
MEALZ_RS08940	484	1165	975	1323	922	788	17	245	1178	14	204	1898	82	5	1162	67	6	722	165	16	574	9	0	114	12	2	123	354	133	86	365	777	1258	1150	970	946	291	230	236	284	245	204	165	133
MEALZ_RS08945	588	1654	1268	1644	1600	1660	19	344	1644	29	292	2676	86	9	1495	51	4	795	159	13	576	31	3	158	15	1	156	424	155	96	616	1244	1649	1627	1665	2022	342	343	331	288	344	292	159	155
MEALZ_RS08950	453	1497	1207	1659	2419	2385	21	201	1219	12	178	1930	73	8	1327	51	2	736	172	21	670	54	4	366	49	1	393	503	173	124	452	947	1443	1502	1817	1902	794	561	513	657	201	178	172	173
MEALZ_RS08955	132	342	267	373	496	412	3	52	236	5	40	286	10	2	189	7	3	104	38	3	99	3	0	36	4	1	40	74	23	26	109	248	386	346	497	551	116	75	78	109	52	40	38	23
MEALZ_RS20690	848	2378	1867	2435	2744	2337	36	349	1728	28	279	2941	125	10	1692	70	3	919	270	27	1047	46	3	222	29	1	216	643	262	184	790	1829	2461	2432	2785	3929	1024	907	844	906	349	279	270	262
MEALZ_RS08970	2033	6368	7711	9606	9678	11293	105	1401	7422	76	1030	11042	309	28	5412	218	15	3319	791	95	3171	224	13	1512	180	23	1866	2573	922	813	1458	3250	8891	9299	7239	7315	2729	1956	1876	2528	1401	1030	791	922
MEALZ_RS08975	1134	2820	2919	3618	2432	2173	49	563	2313	51	432	2586	135	18	1379	57	6	622	303	32	725	31	1	251	24	0	264	652	314	287	931	1806	3497	3599	2420	3542	1003	778	699	841	563	432	303	314
MEALZ_RS08980	268	601	540	816	456	534	17	162	729	17	126	1559	95	6	1418	68	4	1388	95	7	459	37	5	206	21	4	220	295	103	94	296	642	755	725	656	1352	246	249	264	284	162	126	95	103
MEALZ_RS08985	659	1579	1288	1566	1485	1361	13	177	733	10	113	1144	72	3	822	43	1	449	166	25	684	27	2	141	16	5	164	391	144	104	627	1463	1713	1623	1706	2949	752	419	480	708	177	113	166	144
MEALZ_RS08990	520	1299	1055	1421	1554	1602	17	193	835	13	163	1483	136	7	1760	84	6	1029	221	31	823	23	1	107	11	2	138	684	261	157	447	998	1347	1499	1906	3144	478	376	416	484	193	163	221	261
MEALZ_RS08995	226	550	375	692	646	636	10	94	418	3	80	764	66	6	958	49	1	642	158	13	630	46	2	243	46	1	264	321	124	85	222	546	710	741	761	1344	437	310	327	408	94	80	158	124
MEALZ_RS09000	1798	5032	4295	5346	10222	9776	36	465	2342	26	338	3868	670	64	11131	735	39	9895	581	64	2118	492	34	2085	362	35	2214	2095	718	527	1718	3651	4687	5633	7356	6441	1442	1105	1042	1192	465	338	581	718
MEALZ_RS09005	446	1350	1409	1718	3420	3563	18	182	831	10	165	1498	78	7	1333	53	2	893	131	10	478	31	2	173	21	5	181	309	95	90	430	855	1666	1807	2284	2611	221	233	227	177	182	165	131	95
MEALZ_RS09010	6464	16400	11480	14837	13431	14576	231	2961	15516	189	2176	24263	276	29	3936	110	8	1388	477	42	1722	18	3	157	22	7	202	2329	996	1193	3085	6034	7248	7051	10960	9506	2224	1988	2051	1914	2961	2176	477	996
MEALZ_RS09015	554	1109	749	962	906	950	21	340	1955	28	291	2871	47	5	634	24	0	272	130	22	421	8	1	28	3	0	37	408	190	207	412	705	591	496	858	708	407	368	329	400	340	291	130	190
MEALZ_RS09020	334	976	769	916	677	775	18	268	1225	21	222	2013	26	0	592	21	6	242	155	18	419	6	1	33	11	2	62	354	168	141	167	368	507	497	783	747	380	345	311	474	268	222	155	168
MEALZ_RS09025	701	1487	1152	1663	1222	1169	37	354	1404	32	276	1728	91	5	874	40	0	371	284	33	783	14	1	42	11	2	72	463	262	233	414	764	896	866	1119	1090	800	719	712	1136	354	276	284	262
MEALZ_RS09030	339	437	363	591	776	751	3	71	403	5	57	516	46	2	433	20	5	152	147	19	415	12	0	51	7	1	49	222	119	135	372	663	600	564	589	296	356	283	308	490	71	57	147	119
MEALZ_RS09035	377	956	647	1058	957	783	13	217	954	9	117	1465	63	6	939	42	2	580	153	13	507	34	2	97	15	2	92	312	129	105	274	651	966	892	894	626	424	302	257	313	217	117	153	129
MEALZ_RS09040	1089	2852	2205	2897	3170	2964	41	435	2129	25	370	3621	148	17	2186	94	6	1354	264	25	1018	51	5	245	35	5	276	746	291	213	900	1838	2727	2832	3457	1981	905	700	657	852	435	370	264	291
MEALZ_RS09045	904	3017	2677	3133	3305	3037	44	424	2756	39	350	4897	117	14	2393	73	3	1299	191	21	847	35	0	223	30	0	225	839	261	188	778	1607	2846	3074	3778	2451	723	610	545	663	424	350	191	261
MEALZ_RS09050	315	964	728	922	961	780	10	187	764	13	136	1300	36	2	567	25	0	275	68	4	224	14	2	69	11	0	59	182	77	40	283	615	867	876	1108	1078	238	290	228	155	187	136	68	77
MEALZ_RS09055	539	1110	746	1013	744	569	17	223	816	9	143	970	63	6	563	38	0	357	81	5	201	51	1	122	35	1	193	229	86	50	425	798	1061	940	962	836	277	264	263	222	223	143	81	86
MEALZ_RS09060	264	867	735	913	645	603	22	154	848	10	127	1317	39	4	850	53	0	456	70	5	253	24	2	152	32	6	201	178	75	46	271	523	852	769	907	844	242	219	191	214	154	127	70	75
MEALZ_RS09065	161	473	345	465	451	372	6	59	333	2	55	568	20	0	363	16	1	174	52	4	134	15	1	60	7	4	55	87	31	36	152	284	391	411	559	468	112	107	112	92	59	55	52	31
MEALZ_RS09070	198	496	405	509	406	379	5	69	332	9	50	523	36	2	425	15	0	173	59	8	232	4	2	45	3	0	28	114	43	35	353	776	446	553	601	645	114	122	108	128	69	50	59	43
MEALZ_RS09075	27	48	42	93	55	42	3	23	100	1	29	152	11	5	144	6	0	65	40	6	70	1	0	9	3	0	10	49	26	19	28	58	97	87	69	59	58	42	34	56	23	29	40	26
MEALZ_RS09080	39	176	161	223	77	95	3	34	301	4	38	632	17	3	429	19	0	389	56	6	227	50	1	261	37	4	280	137	21	14	46	84	241	162	107	185	118	53	56	64	34	38	56	21
MEALZ_RS09085	51	166	144	177	177	176	4	44	288	4	31	444	31	0	549	100	8	1138	21	1	123	113	7	538	88	9	632	79	38	20	64	142	163	161	162	130	153	66	43	53	44	31	21	38
MEALZ_RS09090	85	336	324	403	430	376	2	65	554	2	77	965	65	5	2077	155	12	3851	52	5	305	129	15	1080	113	11	1175	205	42	26	135	230	348	393	349	312	127	91	80	103	65	77	52	42
MEALZ_RS09095	38	111	107	122	231	232	2	26	182	3	18	321	14	4	332	34	5	538	22	3	64	15	0	93	15	0	131	63	15	9	30	82	132	92	186	103	56	32	30	34	26	18	22	15
MEALZ_RS09100	231	820	665	847	1280	1275	17	130	830	13	122	1474	64	7	1380	71	7	1147	107	14	443	40	2	263	41	1	352	341	103	67	314	541	752	870	1298	956	323	217	210	244	130	122	107	103
MEALZ_RS09105	227	655	554	648	599	534	6	110	483	5	69	759	61	3	867	39	4	440	93	19	389	18	0	95	13	0	118	205	70	71	365	766	650	928	991	938	430	396	385	352	110	69	93	70
MEALZ_RS09110	320	935	615	857	944	783	13	145	705	11	121	1187	33	6	498	16	1	301	70	10	250	13	0	77	7	1	94	216	80	55	635	1070	798	1663	2211	1323	158	125	110	214	145	121	70	80
MEALZ_RS09115	419	1280	849	1214	1350	1210	16	148	796	24	111	1452	40	5	840	30	2	506	149	14	619	18	3	141	13	3	146	381	113	83	806	1459	1220	2838	3265	1990	389	242	253	378	148	111	149	113
MEALZ_RS09120	137	352	307	312	587	601	3	35	233	0	29	333	37	3	726	30	2	450	83	6	264	23	3	192	18	5	185	164	55	26	242	424	303	382	691	624	87	74	71	81	35	29	83	55
MEALZ_RS09125	96	223	252	333	178	133	2	23	90	3	15	132	18	3	296	13	2	149	28	5	116	24	0	103	7	1	78	60	33	14	221	539	264	266	231	226	57	37	43	49	24	15	28	32
MEALZ_RS09130	101	261	263	362	213	194	2	46	243	3	31	481	24	5	414	23	2	274	33	6	133	15	3	112	12	1	107	80	26	17	194	360	293	293	232	245	81	76	39	72	46	31	33	26
MEALZ_RS09135	75	244	259	298	205	202	1	32	125	2	25	251	12	1	301	14	1	188	34	2	138	16	2	97	8	1	68	80	26	10	129	197	228	261	253	305	53	42	40	48	32	25	34	26
MEALZ_RS09140	87	261	210	266	233	214	2	21	111	0	19	223	12	2	215	7	2	124	21	1	81	10	0	46	2	0	41	62	27	13	124	213	240	224	248	226	25	27	19	26	21	19	21	27
MEALZ_RS09145	127	325	276	361	320	246	4	26	181	2	22	304	27	0	264	8	1	112	37	1	129	9	0	75	4	0	46	81	28	26	137	298	349	335	347	319	50	26	28	46	26	22	37	28
MEALZ_RS09155	205	562	509	675	409	379	16	172	727	11	131	1486	60	3	934	53	2	679	155	10	606	6	0	30	6	0	37	296	136	103	176	485	618	628	528	624	187	157	157	268	172	131	155	136
MEALZ_RS09160	566	1566	1173	1478	2257	2190	18	165	915	4	125	1594	114	7	1599	68	2	1007	258	30	925	23	3	189	13	3	181	551	205	135	498	954	1323	1563	2075	1234	427	277	224	346	165	125	258	205
MEALZ_RS09165	500	1443	1128	1439	1391	1290	16	188	1006	10	149	1561	60	9	862	34	3	486	80	7	337	21	1	150	20	1	144	334	105	83	513	1015	1322	1268	1986	9310	281	220	217	247	188	149	80	105
MEALZ_RS09170	152	464	353	473	390	947	11	96	521	6	81	875	41	5	411	94	7	1207	57	9	184	19	2	82	12	3	58	72	44	26	124	294	422	411	5435	40318	148	75	76	101	96	81	57	44
MEALZ_RS09175	180	424	351	431	298	433	8	79	320	6	78	586	32	1	364	19	0	247	94	5	270	8	0	34	4	0	40	130	44	42	169	324	476	431	638	2211	156	114	84	133	79	78	94	44
MEALZ_RS09180	598	1514	1191	1635	1158	1561	29	352	1609	15	274	2408	75	9	1283	36	3	584	165	12	408	28	4	113	19	1	128	339	135	107	447	798	1560	1339	1435	2175	286	183	161	327	352	274	165	135
MEALZ_RS09185	532	1197	992	1247	1032	944	25	253	1130	18	201	1887	55	4	683	36	3	359	98	16	356	12	1	82	8	0	78	189	100	90	442	787	1294	1056	1101	773	221	147	156	285	253	201	98	100
MEALZ_RS09190	556	1287	950	1231	1256	1150	22	329	1499	21	251	2508	47	6	551	18	0	195	55	7	206	12	2	71	3	0	59	232	74	103	422	901	1226	1137	1338	1486	118	158	136	105	329	251	55	74
MEALZ_RS09195	770	1983	1536	2025	2608	2560	39	402	1828	42	305	2981	102	14	1552	80	5	934	362	20	1190	33	4	242	23	5	246	735	319	211	668	1335	1810	1925	2916	2631	458	378	381	535	402	305	362	319
MEALZ_RS09200	340	708	547	881	1056	952	8	99	509	6	79	864	74	5	1048	40	5	716	208	24	677	25	1	123	19	2	115	328	152	105	358	761	775	797	1024	1081	299	241	231	324	99	79	208	152
MEALZ_RS09205	599	1404	1156	1480	897	908	28	300	1295	27	217	2147	89	7	881	58	5	672	115	14	365	73	4	305	59	11	352	264	113	176	638	1057	1467	1132	986	711	342	152	176	320	300	217	115	113
MEALZ_RS09210	1134	2722	1889	2605	2518	2125	55	619	2765	29	429	4519	80	9	1061	71	1	887	68	9	277	22	1	88	39	3	212	266	102	125	1054	1844	2613	1982	2659	2048	208	122	123	201	619	429	68	102
MEALZ_RS09215	7433	21567	15059	19084	28662	25338	311	3353	16372	231	2461	26093	348	36	5455	485	35	6339	305	34	1127	99	7	321	209	21	1193	1482	541	628	6616	12735	19277	16144	23635	12478	1756	797	830	1394	3353	2461	305	541
MEALZ_RS09220	2684	8416	5725	7142	8512	7791	100	1264	5524	86	987	6203	145	19	1868	165	14	1681	193	23	544	47	1	176	52	5	259	510	209	289	2411	4294	7221	5824	7664	4301	1122	554	549	727	1264	987	193	209
MEALZ_RS09225	1919	5894	4258	5126	5577	5023	63	789	4399	56	686	6874	109	8	1515	110	10	1272	126	16	458	33	1	138	32	3	240	403	141	144	1412	2952	5469	4499	5184	3191	782	376	358	627	789	686	126	141
MEALZ_RS09230	442	1095	839	978	980	853	19	242	1111	13	179	1710	40	5	498	11	1	142	70	10	293	3	1	30	4	0	16	339	138	23	446	837	962	1024	1113	1275	489	573	596	316	242	179	70	138
MEALZ_RS09235	6982	18494	13214	16891	23676	20564	627	7097	35654	469	5505	61164	691	82	11222	409	24	5639	1725	161	6410	83	5	488	47	7	385	12818	4571	589	6013	10892	15468	17056	19824	16678	10335	13071	13348	7179	7097	5505	1725	4571
MEALZ_RS09240	5210	12625	8565	11378	15739	13659	345	3980	21242	314	3274	33670	494	49	7945	327	21	4200	2502	262	9112	66	7	381	48	3	349	9472	3675	506	4271	8064	10013	11445	13086	7341	7051	7077	6642	7560	3980	3274	2502	3675
MEALZ_RS09245	316	935	761	919	787	731	11	94	495	8	89	699	65	3	1037	58	5	672	124	15	430	92	5	310	55	2	336	259	96	92	347	687	895	969	1014	1444	255	168	158	225	94	89	124	96
MEALZ_RS09250	677	1581	1140	1496	1341	1175	15	136	560	10	116	809	76	9	841	37	5	416	126	11	360	28	0	94	19	1	99	228	127	108	660	1263	1452	1417	1337	1343	387	325	278	341	136	116	126	127
MEALZ_RS09255	872	2673	2250	2866	3078	3102	23	289	1692	17	261	2924	113	15	2112	95	6	1130	178	15	791	10	0	68	9	1	78	675	207	181	872	1780	2627	2685	3090	3565	696	513	419	570	289	261	178	207
MEALZ_RS09260	880	2759	2234	2818	3778	3798	26	299	1586	16	236	2593	108	14	1888	73	3	994	175	18	717	20	2	80	17	3	76	740	238	197	921	1798	2470	2737	3965	3526	522	359	348	380	299	236	175	238
MEALZ_RS09265	842	2328	1652	2073	2227	2042	17	195	878	10	156	1549	83	8	1004	41	4	487	107	8	448	9	0	68	4	1	53	391	147	108	821	1721	1998	2049	2462	2738	306	281	257	305	195	156	107	147
MEALZ_RS09270	290	685	521	751	475	449	12	78	396	8	66	718	66	4	946	52	4	613	139	12	427	57	7	205	43	3	204	288	101	73	220	548	720	728	886	1775	329	325	286	362	78	66	139	101
MEALZ_RS09275	134	426	377	427	512	552	4	71	340	6	43	517	38	4	453	12	1	274	79	8	270	4	0	55	6	0	41	218	87	56	134	263	376	497	539	439	101	90	87	119	71	43	79	87
MEALZ_RS09280	321	710	559	649	700	571	3	63	352	6	72	467	48	6	620	46	1	330	79	8	206	12	3	76	8	1	64	193	102	69	314	605	678	679	606	493	194	131	118	182	63	72	79	102
MEALZ_RS09285	344	918	780	873	1349	1273	10	119	670	10	85	1074	127	15	1800	108	7	1659	56	7	363	17	4	100	15	3	131	230	78	88	266	583	852	888	1210	1293	218	158	168	244	119	85	56	78
MEALZ_RS09290	1013	3004	2732	3031	4113	4082	56	701	4064	42	563	6803	1651	155	29666	4591	293	63856	413	34	1541	1215	88	5633	868	97	5770	1319	465	299	953	1712	2770	2889	3604	4512	1357	1053	979	1216	701	563	413	465
MEALZ_RS09295	685	2393	2151	2669	3568	3957	20	328	1823	22	249	3095	540	51	10492	495	32	7881	367	46	1523	348	33	1847	242	20	2144	1449	439	259	629	1398	2153	2464	3095	3476	1240	891	822	1175	328	249	367	439
MEALZ_RS09300	610	1960	1646	2082	1991	1866	20	183	977	15	161	1420	314	20	3548	224	8	2572	223	22	696	88	6	373	87	9	443	559	240	145	556	1130	1884	2099	2450	2762	592	540	460	411	183	161	223	240
MEALZ_RS09305	336	822	593	803	780	749	10	150	739	10	104	1347	707	68	12613	996	73	17321	165	11	746	208	9	1134	182	11	1591	635	202	130	321	586	739	805	954	1318	244	264	254	216	150	104	165	202
MEALZ_RS09310	2270	6327	4656	6461	8016	6844	71	732	3766	47	585	6573	120	12	2270	103	4	1508	413	40	1505	25	0	192	38	1	240	897	360	244	1952	4194	6161	6072	7102	6380	670	492	509	720	732	585	413	360
MEALZ_RS09315	1215	3358	2451	3034	3926	3538	35	432	1829	30	348	2659	75	7	899	39	1	391	213	24	626	13	1	86	12	2	76	472	219	137	1152	1982	2704	2797	3916	2845	441	340	318	285	432	350	212	217
MEALZ_RS09320	619	1385	867	1195	1031	885	28	291	948	16	176	1378	52	8	466	42	2	279	152	14	261	13	0	70	18	3	109	214	156	97	776	1357	1239	1179	1214	1209	455	289	308	358	291	176	152	156
MEALZ_RS09325	688	1976	1556	2027	2638	2541	24	303	1582	26	244	2496	84	9	1297	40	0	639	235	20	811	28	2	150	16	4	119	525	190	93	623	1175	1812	1907	2731	2098	451	364	402	382	303	244	235	190
MEALZ_RS09330	2126	5974	5239	6480	5301	4939	94	1127	5155	64	943	8536	242	31	3785	171	10	1990	739	65	2265	79	7	303	42	5	364	1515	632	344	1644	3303	5856	6227	5952	5672	935	747	704	899	1127	943	739	632
MEALZ_RS09335	2157	5236	3905	5551	3375	3160	88	1056	4130	67	839	4716	327	35	2710	195	19	1586	1236	161	2843	56	6	139	54	6	266	2124	1206	365	2191	3996	5341	5277	4059	4082	856	661	657	1035	1056	839	1236	1206
MEALZ_RS09340	487	1397	1302	1587	1121	1078	17	246	1275	16	202	1598	105	3	1181	66	5	635	433	47	1413	15	1	57	14	3	88	678	321	135	423	853	1517	1470	1415	1520	303	279	272	392	246	202	433	321
MEALZ_RS09345	679	2235	1888	2172	1888	1639	38	443	2015	32	318	3286	120	10	1946	68	8	778	515	73	1756	10	0	108	20	2	122	878	371	148	524	1238	2215	2125	2403	2883	454	360	346	492	443	318	515	371
MEALZ_RS09350	778	2167	1836	2388	1888	1891	27	298	1589	24	244	2516	84	14	1140	31	1	414	276	29	1064	11	3	82	16	4	84	482	218	172	804	1895	2495	2398	2741	4443	620	449	415	641	298	244	276	218
MEALZ_RS21175	256	721	679	951	724	717	13	143	614	5	100	1034	42	3	534	21	2	246	145	19	561	9	1	50	3	1	49	303	133	92	239	598	923	869	1126	1835	392	296	252	386	143	100	145	133
MEALZ_RS09360	469	1442	1108	1505	1168	1050	20	228	956	11	154	1696	82	9	1224	51	4	547	218	18	843	13	0	105	7	0	128	366	161	160	537	1354	1466	1365	1599	3073	348	292	254	377	228	154	218	161
MEALZ_RS09365	1080	2459	1988	2818	2408	2415	31	328	1482	29	239	2562	173	15	2517	111	8	1614	463	40	1815	52	4	302	34	1	290	778	297	228	1116	2337	2651	2680	3602	6108	955	700	660	850	328	239	463	297
MEALZ_RS09370	758	2360	1942	2570	2332	2301	17	248	1297	24	196	2116	124	8	2048	102	5	1228	188	21	739	24	5	145	20	4	168	571	222	151	707	1444	2315	2442	2445	3116	621	468	447	542	248	196	188	222
MEALZ_RS20980	1105	3336	2516	3336	2715	2607	48	473	2202	32	351	4085	232	15	2667	118	8	1449	388	45	1655	53	4	302	50	5	396	756	347	184	1015	2321	3140	3050	3701	7229	847	767	715	898	473	351	388	347
MEALZ_RS09380	1287	3897	3186	4090	3179	2792	52	632	2889	45	409	5258	157	8	2534	108	6	1406	277	35	1123	23	4	190	30	1	204	858	298	216	1016	1996	3786	3563	3163	2817	840	645	601	832	632	409	277	298
MEALZ_RS09385	182	457	376	537	255	169	5	54	285	3	45	529	132	11	2289	136	11	2326	211	24	979	31	2	185	42	0	281	452	122	14	289	639	594	583	764	2079	232	132	123	262	54	45	211	122
MEALZ_RS09395	4466	12130	12326	16232	12000	11892	87	1166	5912	70	866	9836	762	61	11699	498	44	7159	1568	152	5835	100	10	562	114	14	901	3970	1487	1013	3437	7649	14998	17298	11391	11806	1951	1383	1254	2108	1166	866	1568	1487
MEALZ_RS09400	843	2179	1853	2545	1328	1228	26	385	1762	32	302	2323	141	13	1432	79	3	842	265	29	875	35	1	181	24	8	171	506	230	191	904	1834	2482	2311	1656	1907	827	623	657	908	385	302	265	230
MEALZ_RS09405	1111	3003	2151	2992	2883	2827	38	490	2193	24	362	3222	115	10	1390	47	1	475	177	16	611	9	1	63	7	1	55	595	220	240	1076	1960	2806	2615	3084	2850	481	492	499	482	490	362	177	220
MEALZ_RS09410	707	2051	1703	2076	2010	1714	23	301	1712	19	239	2304	67	12	1071	34	1	411	116	11	423	8	0	54	13	1	73	435	146	154	770	1525	1827	1740	2041	1500	371	373	366	322	301	239	116	146
MEALZ_RS09415	767	1824	1354	1842	1664	1451	32	315	1674	24	243	2359	70	12	1131	25	1	452	104	14	373	10	2	89	15	2	72	478	205	136	756	1310	1745	1600	1659	1633	330	339	313	287	315	243	104	205
MEALZ_RS09420	351	956	726	869	889	772	15	179	777	10	133	981	37	5	432	25	0	193	64	7	189	9	0	52	13	1	66	177	94	68	401	707	910	817	913	962	177	146	153	145	179	133	64	94
MEALZ_RS09425	405	1088	864	1229	945	828	15	237	957	14	183	1020	53	4	577	33	2	257	108	10	328	21	1	113	12	0	111	214	123	80	394	801	1153	1120	1134	1179	310	228	251	258	237	183	108	123
MEALZ_RS09430	364	1197	1063	1329	650	580	17	192	1046	23	151	1961	63	7	825	25	3	519	108	8	388	12	2	103	7	1	80	222	78	54	276	648	1274	1179	980	1643	303	216	222	295	189	151	107	78
MEALZ_RS09435	426	929	659	908	730	643	24	156	671	8	114	1117	46	4	501	14	5	213	87	8	348	20	0	112	5	0	96	201	84	67	499	1005	989	910	1006	1927	224	164	147	204	156	114	87	84
MEALZ_RS09440	1036	2610	2078	2886	3111	3146	31	328	1579	25	247	2638	111	9	1662	74	8	893	386	48	1492	35	4	148	24	2	153	942	346	382	907	2005	2805	2800	2729	3139	922	617	610	1056	328	247	386	346
MEALZ_RS09445	463	1307	979	1260	1102	953	8	138	734	12	102	1091	63	8	781	35	3	300	126	7	426	14	3	127	12	1	77	320	115	114	409	1037	1229	1143	1226	1437	220	185	160	260	138	102	126	115
MEALZ_RS09450	288	916	678	872	879	787	6	139	639	8	95	1064	31	6	508	13	2	197	73	10	321	6	1	57	6	0	28	175	71	48	292	716	802	824	988	1163	160	148	140	151	139	95	73	71
MEALZ_RS09455	591	1436	1210	1581	1603	1622	17	211	878	12	156	1690	78	9	1131	51	2	617	202	25	797	15	1	80	6	1	67	468	196	110	708	1456	1540	1646	1939	2264	464	337	349	531	211	156	202	196
MEALZ_RS09460	1575	3982	3021	3981	4946	4273	38	426	1751	29	330	3253	131	13	1907	116	12	1199	408	36	1592	56	5	319	47	5	307	1002	374	266	1370	3128	3623	3834	4554	4438	1335	900	913	1291	426	330	408	374
MEALZ_RS09465	1490	4158	3346	4395	5981	5137	41	407	2041	32	316	3403	96	10	1512	55	3	827	448	32	1551	39	2	190	28	1	217	942	389	196	1000	2475	3644	4118	4815	4239	1766	1283	1222	1541	407	316	448	389
MEALZ_RS09470	918	2533	1907	2530	3268	3038	26	301	1472	25	261	2112	67	4	935	31	2	530	212	34	727	24	1	118	12	1	96	595	226	136	741	1578	2304	2409	2989	3900	1059	724	722	847	301	261	212	226
MEALZ_RS09475	1902	5862	4734	6317	5729	5121	48	805	4070	56	674	6292	158	10	2696	107	5	1432	477	39	1667	52	5	323	23	2	291	1304	476	281	1747	3614	5661	5777	6122	11783	3111	1919	1953	2113	805	674	477	476
MEALZ_RS21825	1233	3300	2508	3340	3945	3457	26	363	1654	28	291	3024	66	7	907	27	4	418	241	19	840	35	0	183	9	0	150	529	222	157	1066	2275	2982	3220	4054	5416	1452	658	666	1111	363	291	241	222
MEALZ_RS09490	2058	6124	4830	6303	6947	6383	57	568	2734	28	416	4691	99	6	1426	61	6	740	455	49	1713	38	2	177	26	3	162	1179	421	300	1891	4037	5496	6360	6531	6439	1880	1011	1018	1437	568	416	455	421
MEALZ_RS09495	2244	5679	4172	5930	7606	7056	60	662	2412	47	449	2739	101	11	840	51	7	412	452	45	1065	32	0	93	18	4	100	1050	536	428	2160	4269	4935	5766	5940	4514	1477	810	875	1200	662	449	452	536
MEALZ_RS09500	5647	16217	12089	15992	27667	27229	137	1565	7267	104	1200	10288	229	25	2708	126	6	1255	1074	121	3442	50	6	172	21	4	175	2782	1273	929	5193	11777	12892	15997	19260	13440	5055	3048	2875	3911	1565	1200	1074	1273
